"TXNAME","GENEID"
"ENST00000470951","ENSG00000196220"
"ENST00000480750","ENSG00000196220"
"ENST00000490889","ENSG00000196220"
"ENST00000490348","ENSG00000196220"
"ENST00000491930","ENSG00000254485"
"ENST00000518331","ENSG00000254485"
"ENST00000466431","ENSG00000254485"
"ENST00000517846","ENSG00000254485"
"ENST00000468186","ENSG00000206573"
"ENST00000517687","ENSG00000254485"
"ENST00000661342","ENSG00000206573"
"ENST00000519043","ENSG00000206573"
"ENST00000664877","ENSG00000206573"
"ENST00000657509","ENSG00000206573"
"ENST00000521609","ENSG00000206573"
"ENST00000520629","ENSG00000206573"
"ENST00000523354","ENSG00000206573"
"ENST00000654392","ENSG00000206573"
"ENST00000665171","ENSG00000206573"
"ENST00000668063","ENSG00000206573"
"ENST00000522525","ENSG00000206573"
"ENST00000660363","ENSG00000206573"
"ENST00000665983","ENSG00000206573"
"ENST00000661714","ENSG00000206573"
"ENST00000481221","ENSG00000206573"
"ENST00000664441","ENSG00000206573"
"ENST00000667458","ENSG00000206573"
"ENST00000520447","ENSG00000206573"
"ENST00000524210","ENSG00000206573"
"ENST00000664273","ENSG00000206573"
"ENST00000521267","ENSG00000206573"
"ENST00000467069","ENSG00000206573"
"ENST00000520396","ENSG00000206573"
"ENST00000494680","ENSG00000206573"
"ENST00000660127","ENSG00000206573"
"ENST00000518437","ENSG00000206573"
"ENST00000522221","ENSG00000206573"
"ENST00000489616","ENSG00000206573"
"ENST00000469846","ENSG00000206573"
"ENST00000521708","ENSG00000206573"
"ENST00000480904","ENSG00000206573"
"ENST00000498199","ENSG00000206573"
"ENST00000287585","ENSG00000156959"
"ENST00000495730","ENSG00000156959"
"ENST00000498277","ENSG00000156959"
"ENST00000670966","ENSG00000287878"
"ENST00000496534","ENSG00000134072"
"ENST00000256460","ENSG00000134072"
"ENST00000421120","ENSG00000134072"
"ENST00000482803","ENSG00000134072"
"ENST00000397277","ENSG00000134072"
"ENST00000411972","ENSG00000134072"
"ENST00000301964","ENSG00000171148"
"ENST00000492103","ENSG00000171148"
"ENST00000440161","ENSG00000171148"
"ENST00000343450","ENSG00000171148"
"ENST00000492635","ENSG00000171148"
"ENST00000439043","ENSG00000171148"
"ENST00000602768","ENSG00000269886"
"ENST00000423108","ENSG00000156990"
"ENST00000433535","ENSG00000156990"
"ENST00000383820","ENSG00000156990"
"ENST00000464783","ENSG00000156990"
"ENST00000466141","ENSG00000156990"
"ENST00000424438","ENSG00000156990"
"ENST00000427174","ENSG00000156990"
"ENST00000475470","ENSG00000156990"
"ENST00000484134","ENSG00000156990"
"ENST00000418713","ENSG00000156990"
"ENST00000472381","ENSG00000156990"
"ENST00000433972","ENSG00000156990"
"ENST00000433555","ENSG00000156990"
"ENST00000451405","ENSG00000156990"
"ENST00000485705","ENSG00000156990"
"ENST00000473522","ENSG00000156990"
"ENST00000460909","ENSG00000156990"
"ENST00000383817","ENSG00000187288"
"ENST00000618572","ENSG00000187288"
"ENST00000336832","ENSG00000187288"
"ENST00000455015","ENSG00000187288"
"ENST00000423850","ENSG00000187288"
"ENST00000430427","ENSG00000187288"
"ENST00000443115","ENSG00000187288"
"ENST00000487454","ENSG00000187288"
"ENST00000391025","ENSG00000212327"
"ENST00000295984","ENSG00000163704"
"ENST00000412055","ENSG00000163704"
"ENST00000411976","ENSG00000163704"
"ENST00000245046","ENSG00000125037"
"ENST00000487465","ENSG00000125037"
"ENST00000497557","ENSG00000125037"
"ENST00000429759","ENSG00000125037"
"ENST00000470827","ENSG00000125037"
"ENST00000417973","ENSG00000232901"
"ENST00000383808","ENSG00000206567"
"ENST00000420091","ENSG00000206567"
"ENST00000621000","ENSG00000206567"
"ENST00000437616","ENSG00000206567"
"ENST00000454232","ENSG00000206567"
"ENST00000426698","ENSG00000206567"
"ENST00000429065","ENSG00000206567"
"ENST00000432401","ENSG00000186162"
"ENST00000335507","ENSG00000186162"
"ENST00000433871","ENSG00000186162"
"ENST00000424691","ENSG00000186162"
"ENST00000424471","ENSG00000186162"
"ENST00000445082","ENSG00000186162"
"ENST00000436426","ENSG00000229217"
"ENST00000431315","ENSG00000163705"
"ENST00000450616","ENSG00000163705"
"ENST00000436517","ENSG00000163705"
"ENST00000524279","ENSG00000163705"
"ENST00000453223","ENSG00000163705"
"ENST00000450660","ENSG00000163705"
"ENST00000660063","ENSG00000287086"
"ENST00000335542","ENSG00000157017"
"ENST00000481287","ENSG00000157017"
"ENST00000491589","ENSG00000157017"
"ENST00000430179","ENSG00000157017"
"ENST00000422159","ENSG00000157017"
"ENST00000287656","ENSG00000157017"
"ENST00000437422","ENSG00000157017"
"ENST00000439975","ENSG00000157017"
"ENST00000446937","ENSG00000157017"
"ENST00000449238","ENSG00000157017"
"ENST00000457360","ENSG00000157017"
"ENST00000429122","ENSG00000157017"
"ENST00000475759","ENSG00000157017"
"ENST00000476283","ENSG00000157017"
"ENST00000425479","ENSG00000157017"
"ENST00000492602","ENSG00000157020"
"ENST00000397109","ENSG00000157020"
"ENST00000337354","ENSG00000157020"
"ENST00000350697","ENSG00000157020"
"ENST00000479868","ENSG00000157020"
"ENST00000397117","ENSG00000157020"
"ENST00000383801","ENSG00000157020"
"ENST00000477547","ENSG00000157020"
"ENST00000476597","ENSG00000157020"
"ENST00000490283","ENSG00000157020"
"ENST00000482647","ENSG00000157020"
"ENST00000397105","ENSG00000157020"
"ENST00000431352","ENSG00000157020"
"ENST00000397102","ENSG00000157020"
"ENST00000397101","ENSG00000157020"
"ENST00000397099","ENSG00000157020"
"ENST00000428626","ENSG00000157020"
"ENST00000445064","ENSG00000157020"
"ENST00000432213","ENSG00000157020"
"ENST00000397077","ENSG00000157087"
"ENST00000360273","ENSG00000157087"
"ENST00000460129","ENSG00000157087"
"ENST00000352432","ENSG00000157087"
"ENST00000467702","ENSG00000157087"
"ENST00000644553","ENSG00000157087"
"ENST00000643662","ENSG00000157087"
"ENST00000646379","ENSG00000157087"
"ENST00000452124","ENSG00000157087"
"ENST00000645850","ENSG00000157087"
"ENST00000638646","ENSG00000157087"
"ENST00000644807","ENSG00000157087"
"ENST00000468426","ENSG00000157087"
"ENST00000480680","ENSG00000157087"
"ENST00000401316","ENSG00000216135"
"ENST00000440152","ENSG00000236999"
"ENST00000419591","ENSG00000224771"
"ENST00000664856","ENSG00000226567"
"ENST00000412578","ENSG00000226567"
"ENST00000436060","ENSG00000226567"
"ENST00000656787","ENSG00000286962"
"ENST00000414969","ENSG00000232287"
"ENST00000648436","ENSG00000285906"
"ENST00000658562","ENSG00000285906"
"ENST00000437690","ENSG00000213964"
"ENST00000440041","ENSG00000226621"
"ENST00000445748","ENSG00000235240"
"ENST00000605193","ENSG00000270531"
"ENST00000430365","ENSG00000144560"
"ENST00000273038","ENSG00000144560"
"ENST00000413604","ENSG00000144560"
"ENST00000451674","ENSG00000144560"
"ENST00000424529","ENSG00000144560"
"ENST00000426568","ENSG00000144560"
"ENST00000445411","ENSG00000144560"
"ENST00000418000","ENSG00000144560"
"ENST00000458499","ENSG00000144560"
"ENST00000417206","ENSG00000144560"
"ENST00000417466","ENSG00000144560"
"ENST00000424709","ENSG00000144560"
"ENST00000419541","ENSG00000144560"
"ENST00000437722","ENSG00000144560"
"ENST00000623028","ENSG00000144560"
"ENST00000480288","ENSG00000144560"
"ENST00000463387","ENSG00000144560"
"ENST00000638314","ENSG00000144560"
"ENST00000414047","ENSG00000144560"
"ENST00000498127","ENSG00000144559"
"ENST00000455809","ENSG00000144559"
"ENST00000273037","ENSG00000144559"
"ENST00000457498","ENSG00000144559"
"ENST00000486090","ENSG00000144559"
"ENST00000414736","ENSG00000144559"
"ENST00000444133","ENSG00000144559"
"ENST00000460246","ENSG00000144559"
"ENST00000411947","ENSG00000144559"
"ENST00000417723","ENSG00000144559"
"ENST00000494388","ENSG00000144559"
"ENST00000630288","ENSG00000144559"
"ENST00000437729","ENSG00000224263"
"ENST00000511122","ENSG00000251038"
"ENST00000487345","ENSG00000263988"
"ENST00000287814","ENSG00000157150"
"ENST00000433573","ENSG00000233026"
"ENST00000434751","ENSG00000236062"
"ENST00000363244","ENSG00000200114"
"ENST00000567514","ENSG00000225526"
"ENST00000561645","ENSG00000225526"
"ENST00000564146","ENSG00000225526"
"ENST00000447550","ENSG00000225526"
"ENST00000621376","ENSG00000274514"
"ENST00000251849","ENSG00000132155"
"ENST00000442415","ENSG00000132155"
"ENST00000432427","ENSG00000132155"
"ENST00000423275","ENSG00000132155"
"ENST00000471449","ENSG00000132155"
"ENST00000465826","ENSG00000132155"
"ENST00000475353","ENSG00000132155"
"ENST00000494557","ENSG00000132155"
"ENST00000460610","ENSG00000132155"
"ENST00000491290","ENSG00000132155"
"ENST00000416093","ENSG00000132155"
"ENST00000492690","ENSG00000132155"
"ENST00000314124","ENSG00000088726"
"ENST00000435575","ENSG00000088726"
"ENST00000435218","ENSG00000088726"
"ENST00000476331","ENSG00000088726"
"ENST00000428020","ENSG00000088726"
"ENST00000480698","ENSG00000088726"
"ENST00000264728","ENSG00000088726"
"ENST00000485124","ENSG00000088726"
"ENST00000396959","ENSG00000213943"
"ENST00000606447","ENSG00000272263"
"ENST00000429711","ENSG00000144713"
"ENST00000396957","ENSG00000144713"
"ENST00000273223","ENSG00000144713"
"ENST00000435983","ENSG00000144713"
"ENST00000396953","ENSG00000144713"
"ENST00000457131","ENSG00000144713"
"ENST00000452606","ENSG00000144713"
"ENST00000434963","ENSG00000144713"
"ENST00000384765","ENSG00000207496"
"ENST00000448129","ENSG00000232746"
"ENST00000613206","ENSG00000144711"
"ENST00000273221","ENSG00000144711"
"ENST00000646269","ENSG00000144711"
"ENST00000618604","ENSG00000144711"
"ENST00000648114","ENSG00000144711"
"ENST00000648386","ENSG00000144711"
"ENST00000647458","ENSG00000144711"
"ENST00000473088","ENSG00000144711"
"ENST00000474467","ENSG00000144711"
"ENST00000445577","ENSG00000231362"
"ENST00000254508","ENSG00000132182"
"ENST00000485755","ENSG00000132182"
"ENST00000479519","ENSG00000132182"
"ENST00000420141","ENSG00000132182"
"ENST00000428249","ENSG00000238138"
"ENST00000440852","ENSG00000223398"
"ENST00000424112","ENSG00000244502"
"ENST00000285018","ENSG00000154764"
"ENST00000489346","ENSG00000154764"
"ENST00000497808","ENSG00000154764"
"ENST00000661964","ENSG00000287059"
"ENST00000426703","ENSG00000224752"
"ENST00000295767","ENSG00000163528"
"ENST00000396914","ENSG00000163528"
"ENST00000420103","ENSG00000163528"
"ENST00000285021","ENSG00000154767"
"ENST00000476581","ENSG00000154767"
"ENST00000427795","ENSG00000154767"
"ENST00000477324","ENSG00000154767"
"ENST00000455144","ENSG00000154767"
"ENST00000452172","ENSG00000154767"
"ENST00000511155","ENSG00000154767"
"ENST00000525575","ENSG00000255021"
"ENST00000502417","ENSG00000251576"
"ENST00000621039","ENSG00000144596"
"ENST00000619221","ENSG00000144596"
"ENST00000430219","ENSG00000144596"
"ENST00000637182","ENSG00000144596"
"ENST00000422481","ENSG00000144596"
"ENST00000413414","ENSG00000144596"
"ENST00000637939","ENSG00000144596"
"ENST00000384434","ENSG00000207163"
"ENST00000427504","ENSG00000234123"
"ENST00000424242","ENSG00000235629"
"ENST00000422657","ENSG00000230172"
"ENST00000566553","ENSG00000260902"
"ENST00000430166","ENSG00000225733"
"ENST00000424349","ENSG00000225733"
"ENST00000655923","ENSG00000225733"
"ENST00000665738","ENSG00000225733"
"ENST00000665449","ENSG00000225733"
"ENST00000661022","ENSG00000225733"
"ENST00000417835","ENSG00000225733"
"ENST00000426200","ENSG00000225733"
"ENST00000440079","ENSG00000225733"
"ENST00000496484","ENSG00000131368"
"ENST00000474866","ENSG00000131368"
"ENST00000253686","ENSG00000131368"
"ENST00000449354","ENSG00000131368"
"ENST00000420267","ENSG00000131368"
"ENST00000444840","ENSG00000131368"
"ENST00000447299","ENSG00000131368"
"ENST00000253699","ENSG00000131381"
"ENST00000476527","ENSG00000131381"
"ENST00000426541","ENSG00000131381"
"ENST00000483098","ENSG00000131381"
"ENST00000449964","ENSG00000131381"
"ENST00000463214","ENSG00000131381"
"ENST00000441057","ENSG00000131381"
"ENST00000449050","ENSG00000131381"
"ENST00000507357","ENSG00000131381"
"ENST00000445502","ENSG00000228874"
"ENST00000487147","ENSG00000230524"
"ENST00000508169","ENSG00000230524"
"ENST00000446690","ENSG00000230524"
"ENST00000491915","ENSG00000230524"
"ENST00000383791","ENSG00000131370"
"ENST00000412806","ENSG00000131370"
"ENST00000426925","ENSG00000131370"
"ENST00000408919","ENSG00000131370"
"ENST00000366391","ENSG00000131370"
"ENST00000450625","ENSG00000131370"
"ENST00000417936","ENSG00000131370"
"ENST00000465894","ENSG00000131370"
"ENST00000459627","ENSG00000131370"
"ENST00000456186","ENSG00000226427"
"ENST00000443029","ENSG00000206562"
"ENST00000584799","ENSG00000206562"
"ENST00000458728","ENSG00000206562"
"ENST00000383790","ENSG00000206562"
"ENST00000450816","ENSG00000206562"
"ENST00000489881","ENSG00000206562"
"ENST00000485131","ENSG00000206562"
"ENST00000453819","ENSG00000206562"
"ENST00000383789","ENSG00000206562"
"ENST00000598878","ENSG00000206562"
"ENST00000384199","ENSG00000206926"
"ENST00000597949","ENSG00000249786"
"ENST00000595975","ENSG00000249786"
"ENST00000494875","ENSG00000249786"
"ENST00000595627","ENSG00000249786"
"ENST00000593876","ENSG00000249786"
"ENST00000594820","ENSG00000249786"
"ENST00000609310","ENSG00000249786"
"ENST00000629729","ENSG00000249786"
"ENST00000608780","ENSG00000249786"
"ENST00000599742","ENSG00000249786"
"ENST00000610011","ENSG00000249786"
"ENST00000626521","ENSG00000249786"
"ENST00000608408","ENSG00000249786"
"ENST00000383788","ENSG00000206561"
"ENST00000603752","ENSG00000206561"
"ENST00000383781","ENSG00000206561"
"ENST00000603808","ENSG00000206561"
"ENST00000383786","ENSG00000206561"
"ENST00000605797","ENSG00000206561"
"ENST00000604401","ENSG00000206561"
"ENST00000603469","ENSG00000206561"
"ENST00000581799","ENSG00000263573"
"ENST00000498222","ENSG00000241064"
"ENST00000321169","ENSG00000131373"
"ENST00000628377","ENSG00000131373"
"ENST00000435217","ENSG00000131373"
"ENST00000383779","ENSG00000131373"
"ENST00000451445","ENSG00000131373"
"ENST00000456194","ENSG00000131373"
"ENST00000457447","ENSG00000131373"
"ENST00000422591","ENSG00000131373"
"ENST00000421993","ENSG00000131373"
"ENST00000414979","ENSG00000131373"
"ENST00000469454","ENSG00000131373"
"ENST00000460907","ENSG00000131373"
"ENST00000472857","ENSG00000131373"
"ENST00000624145","ENSG00000206560"
"ENST00000399451","ENSG00000206560"
"ENST00000412318","ENSG00000206560"
"ENST00000498713","ENSG00000206560"
"ENST00000497037","ENSG00000206560"
"ENST00000479043","ENSG00000206560"
"ENST00000451422","ENSG00000206560"
"ENST00000463533","ENSG00000206560"
"ENST00000498524","ENSG00000206560"
"ENST00000462657","ENSG00000206560"
"ENST00000579433","ENSG00000264354"
"ENST00000492895","ENSG00000206560"
"ENST00000476472","ENSG00000206560"
"ENST00000460278","ENSG00000206560"
"ENST00000439830","ENSG00000206560"
"ENST00000461696","ENSG00000206560"
"ENST00000648063","ENSG00000285654"
"ENST00000488423","ENSG00000154813"
"ENST00000383775","ENSG00000154813"
"ENST00000285082","ENSG00000154813"
"ENST00000462982","ENSG00000154813"
"ENST00000604305","ENSG00000270739"
"ENST00000607320","ENSG00000131378"
"ENST00000432519","ENSG00000131378"
"ENST00000334133","ENSG00000131378"
"ENST00000483671","ENSG00000131378"
"ENST00000451036","ENSG00000131378"
"ENST00000495666","ENSG00000131378"
"ENST00000484752","ENSG00000131378"
"ENST00000470458","ENSG00000131378"
"ENST00000449415","ENSG00000131378"
"ENST00000441460","ENSG00000131378"
"ENST00000453536","ENSG00000131378"
"ENST00000431547","ENSG00000131378"
"ENST00000250863","ENSG00000092345"
"ENST00000399444","ENSG00000092345"
"ENST00000454457","ENSG00000092345"
"ENST00000426218","ENSG00000229271"
"ENST00000419017","ENSG00000224039"
"ENST00000414844","ENSG00000226441"
"ENST00000253692","ENSG00000131374"
"ENST00000429383","ENSG00000131374"
"ENST00000414318","ENSG00000131374"
"ENST00000446818","ENSG00000131374"
"ENST00000429924","ENSG00000131374"
"ENST00000465884","ENSG00000131374"
"ENST00000415814","ENSG00000131374"
"ENST00000452492","ENSG00000131374"
"ENST00000412981","ENSG00000131374"
"ENST00000428355","ENSG00000131374"
"ENST00000425944","ENSG00000131374"
"ENST00000430169","ENSG00000131374"
"ENST00000445294","ENSG00000131374"
"ENST00000414349","ENSG00000131374"
"ENST00000443499","ENSG00000131374"
"ENST00000443386","ENSG00000131374"
"ENST00000497531","ENSG00000131374"
"ENST00000444756","ENSG00000131374"
"ENST00000507877","ENSG00000131374"
"ENST00000446863","ENSG00000131374"
"ENST00000434420","ENSG00000131374"
"ENST00000486224","ENSG00000131374"
"ENST00000444471","ENSG00000131374"
"ENST00000433533","ENSG00000131374"
"ENST00000481396","ENSG00000131374"
"ENST00000480435","ENSG00000131374"
"ENST00000423331","ENSG00000131374"
"ENST00000485432","ENSG00000131374"
"ENST00000473612","ENSG00000131374"
"ENST00000471679","ENSG00000131374"
"ENST00000458010","ENSG00000233133"
"ENST00000393779","ENSG00000213383"
"ENST00000417487","ENSG00000214286"
"ENST00000338745","ENSG00000182568"
"ENST00000417717","ENSG00000182568"
"ENST00000454909","ENSG00000182568"
"ENST00000606296","ENSG00000182568"
"ENST00000476178","ENSG00000182568"
"ENST00000467628","ENSG00000182568"
"ENST00000475083","ENSG00000182568"
"ENST00000440737","ENSG00000182568"
"ENST00000607148","ENSG00000272477"
"ENST00000491519","ENSG00000182568"
"ENST00000482788","ENSG00000182568"
"ENST00000452260","ENSG00000182568"
"ENST00000415069","ENSG00000182568"
"ENST00000457005","ENSG00000182568"
"ENST00000414509","ENSG00000182568"
"ENST00000493952","ENSG00000182568"
"ENST00000487699","ENSG00000182568"
"ENST00000444341","ENSG00000182568"
"ENST00000450898","ENSG00000182568"
"ENST00000515952","ENSG00000251761"
"ENST00000607666","ENSG00000271898"
"ENST00000670571","ENSG00000287069"
"ENST00000668274","ENSG00000287069"
"ENST00000670202","ENSG00000287069"
"ENST00000295824","ENSG00000163576"
"ENST00000344838","ENSG00000163576"
"ENST00000467602","ENSG00000163576"
"ENST00000498089","ENSG00000163576"
"ENST00000389256","ENSG00000163576"
"ENST00000440022","ENSG00000163576"
"ENST00000439846","ENSG00000232953"
"ENST00000474780","ENSG00000163576"
"ENST00000333083","ENSG00000183977"
"ENST00000389050","ENSG00000183977"
"ENST00000461033","ENSG00000183977"
"ENST00000449663","ENSG00000230697"
"ENST00000263753","ENSG00000129810"
"ENST00000306698","ENSG00000129810"
"ENST00000419233","ENSG00000129810"
"ENST00000421451","ENSG00000129810"
"ENST00000425061","ENSG00000129810"
"ENST00000443724","ENSG00000129810"
"ENST00000452020","ENSG00000129810"
"ENST00000442720","ENSG00000129810"
"ENST00000412997","ENSG00000129810"
"ENST00000460637","ENSG00000129810"
"ENST00000437051","ENSG00000129810"
"ENST00000417364","ENSG00000129810"
"ENST00000456624","ENSG00000129810"
"ENST00000362707","ENSG00000199577"
"ENST00000384080","ENSG00000206807"
"ENST00000634947","ENSG00000282987"
"ENST00000281523","ENSG00000151789"
"ENST00000467140","ENSG00000151789"
"ENST00000495739","ENSG00000151789"
"ENST00000494118","ENSG00000151789"
"ENST00000446749","ENSG00000151789"
"ENST00000494108","ENSG00000151789"
"ENST00000469927","ENSG00000151789"
"ENST00000478967","ENSG00000151789"
"ENST00000474607","ENSG00000151789"
"ENST00000497570","ENSG00000151789"
"ENST00000466511","ENSG00000151789"
"ENST00000448148","ENSG00000234723"
"ENST00000605097","ENSG00000271235"
"ENST00000670967","ENSG00000233153"
"ENST00000452251","ENSG00000233153"
"ENST00000421375","ENSG00000233153"
"ENST00000430018","ENSG00000233153"
"ENST00000451481","ENSG00000228171"
"ENST00000516753","ENSG00000252562"
"ENST00000390967","ENSG00000212269"
"ENST00000426702","ENSG00000223791"
"ENST00000434170","ENSG00000231395"
"ENST00000388759","ENSG00000197885"
"ENST00000443659","ENSG00000197885"
"ENST00000421515","ENSG00000197885"
"ENST00000425478","ENSG00000197885"
"ENST00000614374","ENSG00000197885"
"ENST00000437230","ENSG00000197885"
"ENST00000412028","ENSG00000197885"
"ENST00000415901","ENSG00000197885"
"ENST00000416026","ENSG00000197885"
"ENST00000436123","ENSG00000224074"
"ENST00000440193","ENSG00000242109"
"ENST00000432505","ENSG00000224074"
"ENST00000396671","ENSG00000151090"
"ENST00000356447","ENSG00000151090"
"ENST00000646432","ENSG00000151090"
"ENST00000643772","ENSG00000151090"
"ENST00000645139","ENSG00000151090"
"ENST00000642307","ENSG00000151090"
"ENST00000644321","ENSG00000151090"
"ENST00000646966","ENSG00000151090"
"ENST00000646209","ENSG00000151090"
"ENST00000416420","ENSG00000151090"
"ENST00000280696","ENSG00000151090"
"ENST00000413780","ENSG00000151090"
"ENST00000447875","ENSG00000151090"
"ENST00000453729","ENSG00000151090"
"ENST00000431815","ENSG00000151090"
"ENST00000447414","ENSG00000151090"
"ENST00000428492","ENSG00000151090"
"ENST00000418247","ENSG00000151090"
"ENST00000646300","ENSG00000151090"
"ENST00000425296","ENSG00000224822"
"ENST00000608068","ENSG00000272554"
"ENST00000580344","ENSG00000265028"
"ENST00000471607","ENSG00000244404"
"ENST00000365092","ENSG00000201962"
"ENST00000443015","ENSG00000229421"
"ENST00000607246","ENSG00000272166"
"ENST00000264331","ENSG00000077097"
"ENST00000413971","ENSG00000077097"
"ENST00000435706","ENSG00000077097"
"ENST00000475717","ENSG00000077097"
"ENST00000424225","ENSG00000077097"
"ENST00000616344","ENSG00000275227"
"ENST00000470132","ENSG00000077097"
"ENST00000491510","ENSG00000077097"
"ENST00000583412","ENSG00000283971"
"ENST00000489271","ENSG00000151092"
"ENST00000280700","ENSG00000151092"
"ENST00000428257","ENSG00000151092"
"ENST00000493324","ENSG00000151092"
"ENST00000396649","ENSG00000151092"
"ENST00000467224","ENSG00000151092"
"ENST00000308710","ENSG00000151092"
"ENST00000496726","ENSG00000151092"
"ENST00000280699","ENSG00000151092"
"ENST00000417874","ENSG00000151092"
"ENST00000427041","ENSG00000151092"
"ENST00000461491","ENSG00000151092"
"ENST00000474611","ENSG00000151092"
"ENST00000478991","ENSG00000151092"
"ENST00000463611","ENSG00000151092"
"ENST00000655652","ENSG00000230891"
"ENST00000451284","ENSG00000230891"
"ENST00000496997","ENSG00000230891"
"ENST00000449029","ENSG00000230465"
"ENST00000435884","ENSG00000225386"
"ENST00000295720","ENSG00000163491"
"ENST00000383771","ENSG00000163491"
"ENST00000429845","ENSG00000163491"
"ENST00000383770","ENSG00000163491"
"ENST00000498182","ENSG00000163491"
"ENST00000574215","ENSG00000163491"
"ENST00000460447","ENSG00000163491"
"ENST00000457048","ENSG00000224237"
"ENST00000341435","ENSG00000163491"
"ENST00000435584","ENSG00000163491"
"ENST00000424275","ENSG00000163491"
"ENST00000384521","ENSG00000207251"
"ENST00000474938","ENSG00000163491"
"ENST00000491627","ENSG00000163491"
"ENST00000435750","ENSG00000163491"
"ENST00000425128","ENSG00000033867"
"ENST00000419036","ENSG00000033867"
"ENST00000295736","ENSG00000033867"
"ENST00000428386","ENSG00000033867"
"ENST00000437179","ENSG00000033867"
"ENST00000438530","ENSG00000033867"
"ENST00000440156","ENSG00000033867"
"ENST00000446700","ENSG00000033867"
"ENST00000454389","ENSG00000033867"
"ENST00000455077","ENSG00000033867"
"ENST00000457377","ENSG00000033867"
"ENST00000445684","ENSG00000033867"
"ENST00000465487","ENSG00000033867"
"ENST00000437266","ENSG00000033867"
"ENST00000428179","ENSG00000033867"
"ENST00000475120","ENSG00000033867"
"ENST00000491211","ENSG00000033867"
"ENST00000428005","ENSG00000033867"
"ENST00000391229","ENSG00000238912"
"ENST00000426040","ENSG00000223968"
"ENST00000438957","ENSG00000232766"
"ENST00000295743","ENSG00000163508"
"ENST00000449599","ENSG00000163508"
"ENST00000461503","ENSG00000163508"
"ENST00000665921","ENSG00000229243"
"ENST00000656488","ENSG00000229243"
"ENST00000432163","ENSG00000229243"
"ENST00000667872","ENSG00000229243"
"ENST00000643609","ENSG00000235493"
"ENST00000645043","ENSG00000235493"
"ENST00000356047","ENSG00000235493"
"ENST00000437506","ENSG00000235493"
"ENST00000429369","ENSG00000163512"
"ENST00000479665","ENSG00000163512"
"ENST00000295748","ENSG00000163512"
"ENST00000476174","ENSG00000163512"
"ENST00000492044","ENSG00000163512"
"ENST00000463512","ENSG00000163512"
"ENST00000334100","ENSG00000163512"
"ENST00000488978","ENSG00000163512"
"ENST00000470234","ENSG00000163512"
"ENST00000420543","ENSG00000163512"
"ENST00000457172","ENSG00000163512"
"ENST00000414162","ENSG00000163512"
"ENST00000462936","ENSG00000163512"
"ENST00000415852","ENSG00000163512"
"ENST00000430879","ENSG00000234048"
"ENST00000655701","ENSG00000235904"
"ENST00000664598","ENSG00000235904"
"ENST00000635847","ENSG00000235904"
"ENST00000413430","ENSG00000235904"
"ENST00000658006","ENSG00000235904"
"ENST00000629416","ENSG00000203506"
"ENST00000629296","ENSG00000203506"
"ENST00000628068","ENSG00000203506"
"ENST00000625355","ENSG00000203506"
"ENST00000366321","ENSG00000203506"
"ENST00000601343","ENSG00000203506"
"ENST00000626662","ENSG00000203506"
"ENST00000427694","ENSG00000227795"
"ENST00000414547","ENSG00000235593"
"ENST00000363057","ENSG00000199927"
"ENST00000628922","ENSG00000281710"
"ENST00000654195","ENSG00000227549"
"ENST00000658053","ENSG00000227549"
"ENST00000669765","ENSG00000227549"
"ENST00000667530","ENSG00000227549"
"ENST00000665424","ENSG00000227549"
"ENST00000431057","ENSG00000227549"
"ENST00000411661","ENSG00000224618"
"ENST00000282538","ENSG00000144644"
"ENST00000498387","ENSG00000144644"
"ENST00000454381","ENSG00000144644"
"ENST00000580653","ENSG00000265376"
"ENST00000439038","ENSG00000213854"
"ENST00000396556","ENSG00000144645"
"ENST00000429492","ENSG00000144645"
"ENST00000438237","ENSG00000144645"
"ENST00000469557","ENSG00000144645"
"ENST00000467598","ENSG00000144645"
"ENST00000472175","ENSG00000144645"
"ENST00000479396","ENSG00000144645"
"ENST00000490009","ENSG00000144645"
"ENST00000467647","ENSG00000144645"
"ENST00000428241","ENSG00000144645"
"ENST00000480671","ENSG00000144645"
"ENST00000485205","ENSG00000144645"
"ENST00000467955","ENSG00000144645"
"ENST00000466604","ENSG00000144645"
"ENST00000463504","ENSG00000144645"
"ENST00000479173","ENSG00000144645"
"ENST00000452791","ENSG00000144645"
"ENST00000465626","ENSG00000144645"
"ENST00000503365","ENSG00000251590"
"ENST00000434678","ENSG00000236732"
"ENST00000565519","ENSG00000261572"
"ENST00000603159","ENSG00000270377"
"ENST00000205636","ENSG00000091317"
"ENST00000478886","ENSG00000091317"
"ENST00000495177","ENSG00000091317"
"ENST00000617669","ENSG00000276147"
"ENST00000273130","ENSG00000144635"
"ENST00000481915","ENSG00000144635"
"ENST00000432458","ENSG00000144635"
"ENST00000472985","ENSG00000144635"
"ENST00000413350","ENSG00000144635"
"ENST00000424991","ENSG00000144635"
"ENST00000475193","ENSG00000144635"
"ENST00000474077","ENSG00000144635"
"ENST00000451877","ENSG00000226955"
"ENST00000447449","ENSG00000231552"
"ENST00000429309","ENSG00000237676"
"ENST00000475395","ENSG00000251224"
"ENST00000399402","ENSG00000170266"
"ENST00000307363","ENSG00000170266"
"ENST00000307377","ENSG00000170266"
"ENST00000461475","ENSG00000170266"
"ENST00000497796","ENSG00000170266"
"ENST00000467571","ENSG00000170266"
"ENST00000473477","ENSG00000170266"
"ENST00000482097","ENSG00000170266"
"ENST00000485698","ENSG00000170266"
