"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","GeneSymbol","Chromosome","Class","Strand"
"ENSG00000224892",10.3431442716293,0.736261115210909,0.766211598993498,0.0207792917848213,0.0593476710920316,"RPS4XP16","13:51454164-51461315","transcribed_processed_pseudogene","+"
"ENSG00000025434",453.315597360562,0.318733939969296,0.152518543316225,0.0207836999712664,0.0593523602932945,"NR1H3","11:47248300-47269033","protein_coding","+"
"ENSG00000139644",24582.7722432587,-0.1091523742694,0.0476771301562231,0.0207890283208453,0.0593595793725244,"TMBIM6","12:49707725-49764934","protein_coding","+"
"ENSG00000170915",80.7414085106579,-0.390670324428153,0.19687723696829,0.0207917613136575,0.0593595793725244,"PAQR8","6:52361421-52407777","protein_coding","+"
"ENSG00000138698",1043.9473927,-0.242603607100315,0.110958566387087,0.0207958713364487,0.0593634139866295,"RAP1GDS1","4:98261384-98443861","protein_coding","+"
"ENSG00000115568",1653.30272129465,-0.398770845027974,0.205492236508175,0.0208006447126093,0.0593677846145414,"ZNF142","2:218637916-218659655","protein_coding","-"
"ENSG00000146802",1324.22249180505,-0.21528957503547,0.0972714503670539,0.0208029365990269,0.0593677846145414,"TMEM168","7:112762382-112790592","protein_coding","-"
"ENSG00000185920",1063.15228196759,0.413581160625631,0.214982077718845,0.0208220438606978,0.0594124072983683,"PTCH1","9:95442980-95517057","protein_coding","-"
"ENSG00000196865",2663.77721402711,-0.264990195302679,0.120626587496799,0.0208241110642615,0.0594124072983683,"NHLRC2","10:113854661-113917194","protein_coding","+"
"ENSG00000172403",789.379652314322,0.349156363129073,0.170298972604579,0.0208324608820826,0.0594283271140916,"SYNPO2","4:118850688-119061247","protein_coding","+"
"ENSG00000099622",2311.99868957813,-0.287224743326909,0.134822009640258,0.0208531536825451,0.0594715422383364,"CIRBP","19:1259384-1274880","protein_coding","+"
"ENSG00000151150",326.609956687199,0.411149742954736,0.214022040967715,0.0208523522539264,0.0594715422383364,"ANK3","10:60026298-60733490","protein_coding","-"
"ENSG00000237719",10.457728622866,0.732877830765937,0.752036393919115,0.0208810568543278,0.0595432050517813,"Z95152.1","6:36091991-36092646","processed_pseudogene","-"
"ENSG00000107779",2821.66070715315,-0.248043715160507,0.114477654213165,0.0209260446234945,0.059655632128232,"BMPR1A","10:86756601-86932838","protein_coding","+"
"ENSG00000111843",3468.88491514278,0.221331329542736,0.100151195180743,0.020923711133186,0.059655632128232,"TMEM14C","6:10722915-10731129","protein_coding","+"
"ENSG00000255526",13.000680214315,0.70610694300585,0.839718114890715,0.0209342485030101,0.0596710909568329,"NEDD8-MDP1","14:24213955-24232352","protein_coding","-"
"ENSG00000268655",15.1432241161489,0.717967401678726,0.805223671877491,0.0209424530978194,0.0596865477170185,"AC008687.4","19:49017496-49020523","protein_coding","-"
"ENSG00000282876",2.3854988535654,0.325583901335675,0.581597944799151,0.0209568584485737,0.059719670343226,"Z98752.4","20:43590009-43590596","lncRNA","-"
"ENSG00000135916",3455.1418955449,-0.165575416800388,0.0727894705234111,0.0209599974033015,0.0597199322638074,"ITM2C","2:230864639-230879248","protein_coding","+"
"ENSG00000285999",13.5342353171039,0.730786616739078,0.749297018220075,0.0209625173562682,0.0597199322638074,"AC025442.2","5:66085405-66093937","lncRNA","+"
"ENSG00000232713",2.95971956086165,0.426001319210283,0.76233422273841,0.0210113119467762,0.0598509954617741,"AC010733.1","2:60938204-60938604","processed_pseudogene","-"
"ENSG00000152495",9.00373096421305,0.151176295786538,0.392583449966483,0.0210500344490239,0.0599533371968416,"CAMK4","5:111223653-111494886","protein_coding","+"
"ENSG00000113838",367.474498917824,-0.278946035224458,0.132946155274726,0.0210621499969362,0.059971921457766,"TBCCD1","3:186546067-186570543","protein_coding","-"
"ENSG00000189144",202.500033454069,0.485240016459349,0.274802736968572,0.0210618570487873,0.059971921457766,"ZNF573","19:37735833-37817300","protein_coding","-"
"ENSG00000166323",7.6362932383549,0.645837239406119,0.900046864588209,0.0210848296703923,0.0600285324546533,"C11orf65","11:108308519-108467531","protein_coding","-"
"ENSG00000164619",186.608149145057,-0.508482546376498,0.297886265278763,0.0211199245798248,0.0601204699296989,"BMPER","7:33904308-34156427","protein_coding","+"
"ENSG00000198879",842.378891892257,-0.223419797297957,0.100471525441935,0.0211273102425645,0.0601335156877449,"SFMBT2","10:7158624-7411486","protein_coding","-"
"ENSG00000039560",6249.09630076406,0.162422222652809,0.0714582535538428,0.0211459772590217,0.0601786632301778,"RAI14","5:34656328-34832612","protein_coding","+"
"ENSG00000185608",771.776891766384,-0.240665036979492,0.11028156445364,0.0211574263707648,0.0602032603162809,"MRPL40","22:19431902-19436075","protein_coding","+"
"ENSG00000228903",14.5864920565334,0.524861978571242,0.883739192247193,0.0211772306224964,0.060251622199398,"RASA4CP","7:44026951-44041892","transcribed_unprocessed_pseudogene","-"
"ENSG00000145911",51.8361466043696,0.472503071258395,0.262184502520345,0.0212164012128372,0.0603550633812546,"N4BP3","5:178113532-178126081","protein_coding","+"
"ENSG00000163785",1726.23550208844,-0.165773537187165,0.0749483888762262,0.021221191192364,0.0603606863359631,"RYK","3:134065303-134250744","protein_coding","-"
"ENSG00000185186",25.778189327516,-0.561091841791505,0.358170630256576,0.0212521692972385,0.0604357378822143,"LINC00313","21:43461960-43479534","lncRNA","-"
"ENSG00000270116",4.69241090466045,0.377134336012825,0.662017263653798,0.0212532110147428,0.0604357378822143,"AP001429.1","21:37100814-37101343","lncRNA","+"
"ENSG00000104907",1131.54029234106,-0.240945478423178,0.111093849467786,0.0212734457230117,0.0604852607987299,"TRMT1","19:13104902-13117567","protein_coding","-"
"ENSG00000130669",8325.21273745316,0.167736487386377,0.0748161027143245,0.021285396398187,0.0605112203157682,"PAK4","19:39125770-39182816","protein_coding","+"
"ENSG00000189337",356.769555105704,0.233792268180569,0.106814774952261,0.0213076441876301,0.0605664422423959,"KAZN","1:13892792-15118043","protein_coding","+"
"ENSG00000212232",4.99186671525252,-0.31714673207574,0.563962510204188,0.0213250855007201,0.0606065252873773,"SNORD17","20:17962710-17962946","snoRNA","-"
"ENSG00000248099",6.83770213365286,0.605500211700713,1.01579681165735,0.0213273952887298,0.0606065252873773,"INSL3","19:17816512-17821574","protein_coding","-"
"ENSG00000106688",84.2996024886229,0.431758170303005,0.23017788481928,0.0213360108675563,0.0606229788323957,"SLC1A1","9:4490468-4587469","protein_coding","+"
"ENSG00000157077",1110.47288319973,0.308170323756241,0.146667538247578,0.0213440064135224,0.0606376665257049,"ZFYVE9","1:52142094-52346686","protein_coding","+"
"ENSG00000182782",10.4741271868537,0.654727672958654,0.967576240559426,0.0213724799068204,0.0607105198465287,"HCAR2","12:122701293-122703343","protein_coding","-"
"ENSG00000178115",12.7471393272679,0.385135873037006,0.661674221269459,0.0213787634247604,0.0607203295311403,"GOLGA8Q","15:30552078-30562501","protein_coding","+"
"ENSG00000131871",2421.40246949684,0.251775136130434,0.11647519959719,0.0213874600268857,0.0607369893946834,"SELENOS","15:101270817-101277500","protein_coding","-"
"ENSG00000142546",2062.46332863506,-0.280976794548874,0.135637254112667,0.0213999534788818,0.0607644258720764,"NOSIP","19:49555711-49590262","protein_coding","-"
"ENSG00000287809",14.8587610513,0.677793353884615,0.560195488950384,0.021448507626303,0.0608942346330991,"AC005632.5","16:21511635-21515131","lncRNA","+"
"ENSG00000124459",961.700813941035,-0.265459436966591,0.122306968284976,0.0214579954030143,0.0609131107927588,"ZNF45","19:43912624-43935282","protein_coding","-"
"ENSG00000179256",3.84286161428942,0.219437523917483,0.449370785041461,0.0214715488623322,0.0609435217411478,"SMCO3","12:14804650-14814182","protein_coding","-"
"ENSG00000152939",405.852956494107,0.323535769203781,0.156632702986377,0.0214908659974371,0.0609902817427266,"MARVELD2","5:69415065-69444330","protein_coding","+"
"ENSG00000137171",307.22480116593,0.286053365788571,0.13495603569038,0.0215179088155893,0.061058951678147,"KLC4","6:43040777-43075095","protein_coding","+"
"ENSG00000006831",7011.1108158181,-0.158874644343672,0.0677608551803375,0.0215710486758811,0.0612016463027015,"ADIPOR2","12:1688574-1788674","protein_coding","+"
"ENSG00000271880",7.57508642909134,-0.173073360140895,0.415085705911808,0.0216058008027143,0.0612921401854074,"AGAP11","10:86970741-87010126","lncRNA","+"
"ENSG00000148143",521.929468452203,0.373007721883791,0.188075086007875,0.0216127626952727,0.0613037841918398,"ZNF462","9:106863166-107013634","protein_coding","+"
"ENSG00000279713",33.5886081489031,0.53683756759723,0.327714641208797,0.0216433729793442,0.0613824940213919,"AC080038.4","17:62679403-62681354","TEC","-"
"ENSG00000165879",228.143539039652,0.315853401375977,0.152670453804592,0.0216568888041556,0.0614127080746971,"FRAT1","10:97319267-97321915","protein_coding","+"
"ENSG00000069849",4566.6864392239,-0.256394355692239,0.116875951127873,0.021672794594531,0.0614415708279153,"ATP1B3","3:141876124-141926549","protein_coding","+"
"ENSG00000232479",11.4215454227852,0.730094619128414,0.744798801857752,0.0216716469214958,0.0614415708279153,"AC010900.1","2:202924609-202925904","processed_pseudogene","+"
"ENSG00000108774",9470.40149605832,0.101423689848763,0.0443407292275761,0.0217206856442585,0.0615610713999428,"RAB5C","17:42124976-42155044","protein_coding","-"
"ENSG00000186310",27.4490011264003,0.613534420922493,0.428287596700506,0.0217197385911518,0.0615610713999428,"NAP1L3","X:93670930-93673568","protein_coding","-"
"ENSG00000166507",554.128568831412,0.285955496747,0.134971835948032,0.0217329733499976,0.0615877616198914,"NDST2","10:73801911-73811798","protein_coding","-"
"ENSG00000134853",27.4190765815211,0.688277232812166,0.756395439828211,0.0217517670482217,0.0616166044388166,"PDGFRA","4:54229280-54298245","protein_coding","+"
"ENSG00000171435",220.139360281336,-0.358421633848364,0.178707915464427,0.0217489515043386,0.0616166044388166,"KSR2","12:117453012-117968983","protein_coding","-"
"ENSG00000227799",25.5217589846755,-0.600664224970114,0.411670753370033,0.0217510853107169,0.0616166044388166,"AC012358.2","2:55224280-55225908","processed_pseudogene","+"
"ENSG00000153406",1080.09456029475,-0.266224980852811,0.124531013398857,0.0217815539863457,0.0616928370662767,"NMRAL1","16:4461680-4495763","protein_coding","-"
"ENSG00000279789",161.421389973231,0.342882044920999,0.168389464519563,0.021786330312971,0.0616982202831036,"AC120114.3","16:29913144-29915337","TEC","-"
"ENSG00000244161",229.187152163634,0.428474277885016,0.228527079042808,0.0218093631583637,0.0617552971575418,"FLNB-AS1","3:58162547-58170636","lncRNA","-"
"ENSG00000259112",46.066979639205,0.595611091329606,0.405101026714377,0.0218220502672515,0.0617830678917763,"NDUFC2-KCTD14","11:78016971-78079865","protein_coding","-"
"ENSG00000237278",27.8616785353525,0.626819806827338,0.456738921645886,0.0218599375702274,0.0618821692267092,"RLIMP2","1:113125321-113126883","processed_pseudogene","-"
"ENSG00000160161",71.7114489777168,0.463389584428555,0.25801906194262,0.0218835807598708,0.0619409268077872,"CILP2","19:19538248-19546659","protein_coding","+"
"ENSG00000139726",5946.58137723417,0.169528815155912,0.0751162355189931,0.0218941581012289,0.061962691209849,"DENR","12:122752824-122771064","protein_coding","+"
"ENSG00000160781",379.707092561609,-0.335998436120343,0.164706796634643,0.0218987168957672,0.061967419018555,"PAQR6","1:156243320-156248117","protein_coding","-"
"ENSG00000224063",60.3113006399009,0.499125941846795,0.290707142924995,0.021940954031825,0.0620787509894243,"AC007319.1","2:187003220-187556288","lncRNA","+"
"ENSG00000265907",6.11084743355786,0.275641752677256,0.507073516167034,0.0219668534745192,0.0621438345590465,"AP000919.2","18:2948238-2960756","lncRNA","+"
"ENSG00000141294",77.0627154180409,-0.476924125962555,0.270953396559653,0.0219819654355829,0.0621783873988703,"LRRC46","17:47831634-47837719","protein_coding","+"
"ENSG00000143183",3852.89228347928,0.190498752749729,0.085617724627484,0.0220110120753474,0.0622441365594541,"TMCO1","1:165724293-165827755","protein_coding","-"
"ENSG00000274750",195.827751474441,0.565752201216922,0.373590732265941,0.0220102111892426,0.0622441365594541,"HIST1H3E","6:26224199-26227473","protein_coding","+"
"ENSG00000215908",925.074390542178,-0.229856604699253,0.106665853640124,0.0220277948577205,0.062283386751765,"CROCCP2","1:16618253-16657232","transcribed_unprocessed_pseudogene","-"
"ENSG00000085433",551.666469842744,0.259865535079285,0.120457198735132,0.0220419475954018,0.0623077438350528,"WDR47","1:108970214-109042113","protein_coding","-"
"ENSG00000226721",11.1706786746806,0.728740375774363,0.705685112505772,0.0220422174648358,0.0623077438350528,"EEF1DP2","9:92836826-92837668","processed_pseudogene","-"
"ENSG00000279801",3.18351545718064,0.152498412216798,0.399798569105305,0.0220671382944578,0.0623699712959547,"AC111170.3","17:77444704-77447167","TEC","+"
"ENSG00000055955",10.3035930848528,0.292420838394487,0.524358217658365,0.0220705726968342,0.062371461697916,"ITIH4","3:52812975-52830739","protein_coding","-"
"ENSG00000243176",55.953423984056,0.518537297420172,0.311064130510109,0.0220810360722688,0.0623928129764949,"AC092944.1","3:157174201-157381265","lncRNA","+"
"ENSG00000256037",2.6857864192067,0.271467366877175,0.500515630100766,0.022085662443749,0.0623976675968704,"MRPL40P1","12:67351436-67352039","processed_pseudogene","+"
"ENSG00000213144",10.1558460859616,0.710571631863024,0.818576025325614,0.0220953545878646,0.0624168311629539,"AC084880.1","12:119194850-119195394","processed_pseudogene","+"
"ENSG00000114861",386.440469824114,-0.293900547507074,0.141144627305936,0.0221068948160983,0.0624412096207726,"FOXP1","3:70952817-71583993","protein_coding","-"
"ENSG00000102452",344.496307655398,0.344663438435209,0.170356934617553,0.0221369645488828,0.0625179115961932,"NALCN","13:101053776-101416508","protein_coding","-"
"ENSG00000229124",20.8393549087106,-0.624315103878267,0.464578721079409,0.0221546538227306,0.0625596338203061,"VIM-AS1","10:17214239-17229985","lncRNA","-"
"ENSG00000153317",9111.61389158827,0.330569135019899,0.165865266178893,0.022158294626166,0.0625616806427677,"ASAP1","8:130052104-130443674","protein_coding","-"
"ENSG00000088053",7.02877498684674,0.458455113410186,0.786758754168054,0.0222207665046773,0.0627298085997173,"GP6","19:55013705-55038264","protein_coding","-"
"ENSG00000103429",3737.35471256556,-0.200386649399112,0.0909614557383316,0.0222278344888996,0.0627415062438285,"BFAR","16:14632931-14669236","protein_coding","+"
"ENSG00000205220",467.019785156058,-0.368625212991957,0.189607591362382,0.0222367147025538,0.0627583154358448,"PSMB10","16:67934506-67936864","protein_coding","-"
"ENSG00000259953",153.700468701786,0.339023826192551,0.167578598934958,0.0222667633559446,0.0628328297922217,"AL138756.1","9:112028570-112039143","lncRNA","-"
"ENSG00000265692",13.323102935726,-0.654728908544496,0.527186792048244,0.0222689740265698,0.0628328297922217,"LINC01970","17:82290046-82292814","lncRNA","-"
"ENSG00000139597",25.6727166525068,0.662972656300375,0.538653835266856,0.0223118825283606,0.0629373441554006,"N4BP2L1","13:32400723-32428311","protein_coding","-"
"ENSG00000260277",4.52072268343614,0.364557494430819,0.635910299618099,0.0223103613905144,0.0629373441554006,"AC009019.1","16:22083256-22092485","lncRNA","-"
"ENSG00000189129",4.13814888826733,0.302153859104408,0.541878271738389,0.0223155526857469,0.062939421963021,"PLAC9","10:80131682-80145359","protein_coding","+"
"ENSG00000100280",3051.30399835202,-0.133675592529899,0.0596387251615811,0.0223563104159688,0.0630460883247384,"AP1B1","22:29327680-29423179","protein_coding","-"
"ENSG00000141040",450.784002886345,-0.366693119236449,0.18705438315597,0.0223827901194813,0.06311246708023,"ZNF287","17:16546954-16569204","protein_coding","-"
"ENSG00000135956",4099.43224236727,-0.184639634970162,0.0838219467509849,0.0224260128536454,0.0632260322963157,"TMEM127","2:96248516-96265994","protein_coding","-"
"ENSG00000108883",11134.7899995098,-0.26108951178392,0.117186761143533,0.0224419150125781,0.0632625524365868,"EFTUD2","17:44849948-44899445","protein_coding","-"
"ENSG00000176422",794.034312950686,-0.221658921912172,0.100987043326082,0.0224466815899019,0.0632676764991257,"SPRYD4","12:56468578-56479708","protein_coding","+"
"ENSG00000130159",1511.64397366275,0.295055566798335,0.140886345412963,0.0224585724677664,0.0632928769599276,"ECSIT","19:11505929-11529172","protein_coding","-"
"ENSG00000099800",2090.5934739934,-0.328599146091216,0.161504893474698,0.0225789420382992,0.0636153908643085,"TIMM13","19:2425625-2427586","protein_coding","-"
"ENSG00000115226",72.8892985863579,0.404064070609565,0.212465517306077,0.0225765600368021,0.0636153908643085,"FNDC4","2:27491883-27495200","protein_coding","-"
"ENSG00000287271",52.8517113334181,-0.41966248535419,0.224635523613456,0.0226070097387484,0.0636861073982205,"AC011455.6","19:38975161-39014527","lncRNA","+"
"ENSG00000145779",1046.50073870695,0.239820464134594,0.110984786212493,0.0226294925694243,0.0637410743175788,"TNFAIP8","5:119268692-119399688","protein_coding","+"
"ENSG00000166529",256.076144417227,-0.286744359509919,0.136917743755056,0.0226674186430475,0.0638395204760547,"ZSCAN21","7:100049774-100065038","protein_coding","+"
"ENSG00000113108",302.385590967916,0.320315518769624,0.156718915471502,0.0226991659447208,0.0639205414547821,"APBB3","5:140558268-140564781","protein_coding","-"
"ENSG00000134333",62748.4693053781,-0.140620166594134,0.062102590941064,0.0227068086596683,0.0639287540171238,"LDHA","11:18394560-18408425","protein_coding","+"
"ENSG00000140691",646.222575325194,0.30859514597455,0.149122372651147,0.0227080416855978,0.0639287540171238,"ARMC5","16:31458080-31467166","protein_coding","+"
"ENSG00000273271",19.5974645546071,0.680979888873121,0.599600072824232,0.0227154895680322,0.063941331498574,"AP000254.1","21:31666728-31667247","lncRNA","-"
"ENSG00000115806",4723.33406144701,0.103797232850999,0.0476775278100415,0.022720994793773,0.063948438055936,"GORASP2","2:170928464-170967130","protein_coding","+"
"ENSG00000166897",898.209291503513,0.235652235619204,0.109027012098963,0.0227404264264367,0.063994733601679,"ELFN2","22:37367960-37427479","protein_coding","-"
"ENSG00000088298",1778.44652829316,-0.147597958532259,0.065995413353253,0.0227513413115581,0.0640170528314071,"EDEM2","20:35115364-35147336","protein_coding","-"
"ENSG00000257497",64.0614144864743,0.470912622587551,0.26706922873739,0.0227607144303072,0.0640350285998217,"AC121761.1","12:75483454-75489820","lncRNA","-"
"ENSG00000154065",926.098714003786,0.215590708473935,0.0987240876464262,0.0228224381031031,0.0642002634721485,"ANKRD29","18:23598926-23662911","protein_coding","-"
"ENSG00000104998",511.973474748817,0.208097148129826,0.0945115289786554,0.0228592784726665,0.0642786133199293,"IL27RA","19:14031762-14053218","protein_coding","+"
"ENSG00000204620",7.9220115749237,-0.694557192221538,0.81509663112951,0.0228566080833323,0.0642786133199293,"AC115618.1","X:48568014-48574860","lncRNA","-"
"ENSG00000261534",10.9105816479062,0.669622516680326,0.575886153196047,0.022856223839488,0.0642786133199293,"AL596244.1","9:121815674-121819452","lncRNA","-"
"ENSG00000224596",12.9932159076662,0.677312087771323,0.618076130675464,0.0228663874571769,0.0642901772891799,"ZMIZ1-AS1","10:78943328-79067895","lncRNA","-"
"ENSG00000126062",1511.2352134935,-0.153863280064699,0.0690490166394971,0.0228696824906556,0.0642910164880787,"TMEM115","3:50354750-50359521","protein_coding","-"
"ENSG00000272620",20.1257229501135,0.620849237223674,0.456606693586568,0.0228765619840518,0.0642935076457731,"AFAP1-AS1","4:7754090-7778928","lncRNA","+"
"ENSG00000273247",56.9140249396779,-0.525758011298467,0.323757497962982,0.0228753820247906,0.0642935076457731,"AC097376.2","4:139411927-139454034","lncRNA","-"
"ENSG00000180861",18.4124721326699,0.58938223543481,0.821011950901988,0.0228839385191371,0.0642973940450612,"LINC01559","12:13371089-13387167","lncRNA","-"
"ENSG00000204392",1131.82029900074,-0.264714164915721,0.124718153810034,0.0228838915014106,0.0642973940450612,"LSM2","6:31797396-31806966","protein_coding","-"
"ENSG00000198835",52.1811589081347,0.612204231113277,0.447062714468359,0.0228905652553423,0.0643075916660168,"GJC2","1:228149930-228159826","protein_coding","+"
"ENSG00000164125",92.3248456530286,-0.46864554200828,0.268043481065086,0.0229000128080606,0.0643257102378815,"GASK1B","4:158124474-158173318","protein_coding","-"
"ENSG00000135119",772.225588442071,0.300725202708195,0.145330622518916,0.0229215336011788,0.0643608825302044,"RNFT2","12:116738178-116853631","protein_coding","+"
"ENSG00000228021",6.8956870442846,0.232690418481808,0.459916961929325,0.0229196919298141,0.0643608825302044,"AL158835.1","10:125683229-125709677","lncRNA","+"
"ENSG00000284431",99.772901052639,0.580976067174367,0.396773455079885,0.0229161990711654,0.0643608825302044,"AL022238.4","22:40346529-40410054","protein_coding","+"
"ENSG00000138613",634.034194974505,-0.367384900320256,0.187025664130256,0.0229588950503839,0.0644573532198361,"APH1B","15:63276018-63309126","protein_coding","+"
"ENSG00000214193",75.5555244414717,0.579833931509144,0.395988476511756,0.0229900575946642,0.0645340950678978,"SH3D21","1:36306387-36324886","protein_coding","+"
"ENSG00000237441",721.850838164685,0.200305426254928,0.0881682206926899,0.0229922452900961,0.0645340950678978,"RGL2","6:33291654-33298942","protein_coding","-"
"ENSG00000250734",9.84896431370918,0.611412667803845,0.926767197388734,0.0230476902488811,0.0646812549757677,"AL391335.1","1:151612038-151613363","lncRNA","-"
"ENSG00000103335",7404.83572164563,0.165887370278612,0.0738884227152217,0.0230515458547589,0.0646836144799702,"PIEZO1","16:88715338-88785220","protein_coding","-"
"ENSG00000227372",842.738129202158,0.232626674616227,0.107860230855125,0.0230591726081518,0.0646965539829864,"TP73-AS1","1:3735511-3747373","transcribed_unitary_pseudogene","-"
"ENSG00000196876",576.375010949045,0.451426924697772,0.251515493200657,0.0230681750015072,0.0647133491968275,"SCN8A","12:51590266-51812864","protein_coding","+"
"ENSG00000135926",4391.11391037448,0.193825612215407,0.0878321307236952,0.0230829111335275,0.0647462228225693,"TMBIM1","2:218274197-218292586","protein_coding","-"
"ENSG00000114480",3520.4022305748,0.140081329713079,0.0621367914604669,0.0230890592548745,0.0647465385326537,"GBE1","3:81489703-81761645","protein_coding","-"
"ENSG00000241015",1171.2678231214,0.236232487486219,0.109852580707319,0.0230876503007933,0.0647465385326537,"TPM3P9","19:53431984-53444670","transcribed_processed_pseudogene","+"
"ENSG00000109743",331.084824322545,-0.268555277641901,0.127524140507454,0.0230994136092488,0.0647586461500631,"BST1","4:15703065-15738313","protein_coding","+"
"ENSG00000197168",21.3004252399807,0.63678869306644,0.485923161545153,0.0230982881798619,0.0647586461500631,"NEK5","13:52033611-52129092","protein_coding","-"
"ENSG00000114166",1055.17678131496,0.202431685997872,0.0914511354782301,0.023151357696661,0.0648957903556131,"KAT2B","3:20040446-20154404","protein_coding","+"
"ENSG00000137845",11876.7095402328,0.25435772811178,0.124607924986472,0.0231585937522647,0.0648991155897124,"ADAM10","15:58588809-58749791","protein_coding","-"
"ENSG00000164967",567.442604342887,-0.335366952459754,0.166913612720368,0.0231558619978431,0.0648991155897124,"RPP25L","9:34610486-34612104","protein_coding","-"
"ENSG00000176148",1080.96123369145,0.330448009427328,0.161683809626841,0.0231787450310778,0.0649471039103794,"TCP11L1","11:33039417-33105943","protein_coding","+"
"ENSG00000164885",535.241068629798,-0.310113765557511,0.150837601976951,0.0232007694608786,0.0650003276029186,"CDK5","7:151053815-151057897","protein_coding","-"
"ENSG00000178607",1366.67735098705,0.210931333788002,0.0974708903223928,0.0232229662458532,0.06505402021214,"ERN1","17:64039142-64130819","protein_coding","-"
"ENSG00000259374",4.1852784445716,0.214280592561388,0.444500749172587,0.0232457196261565,0.0651007589843608,"NDUFB4P11","14:103139675-103141959","transcribed_processed_pseudogene","+"
"ENSG00000278621",8.40756003507714,0.701490505374846,0.801750703255964,0.0232434805258362,0.0651007589843608,"AC037198.2","15:39588357-39588882","lncRNA","-"
"ENSG00000116649",3818.98634663997,-0.222959784601216,0.102245972934503,0.0232994966175798,0.0652428478112991,"SRM","1:11054584-11060020","protein_coding","-"
"ENSG00000272582",4.00334798459029,0.264039883980621,0.496994355025029,0.0233153764637359,0.0652787944707627,"AL031587.3","22:37950965-37951778","lncRNA","+"
"ENSG00000150175",4.73737146231773,-0.385507670279714,0.665058140892816,0.023320202424846,0.0652837869291585,"FRMPD2B","10:46870858-46894562","unprocessed_pseudogene","+"
"ENSG00000260691",78.6230339229734,-0.578186905707219,0.399509445394366,0.0233265409736526,0.0652930119490825,"ANKRD20A1","9:67832765-67920552","protein_coding","+"
"ENSG00000172113",900.353647017275,-0.18964942163707,0.0864816883307103,0.0233374893565372,0.0653151362046055,"NME6","3:48290722-48301685","protein_coding","-"
"ENSG00000246763",5.70651247842564,-0.162509556299212,0.407858131000559,0.0233677238154221,0.0653912240067667,"RGMB-AS1","5:98769618-98773469","lncRNA","-"
"ENSG00000153823",102.883868608026,0.403237928034499,0.213183483679265,0.0233932162526046,0.0654540238262429,"PID1","2:228850526-229271285","protein_coding","-"
"ENSG00000163382",4288.22317053533,-0.239598971471484,0.11248891678776,0.0234188220562011,0.0655171244250612,"NAXE","1:156591762-156594299","protein_coding","+"
"ENSG00000157181",1402.84833159323,0.189307094866057,0.0869935526387607,0.0234253998098422,0.0655184399583059,"ODR4","1:186375838-186421378","protein_coding","+"
"ENSG00000230844",220.087019088037,0.271406022152806,0.129303171756684,0.0234250221229717,0.0655184399583059,"ZNF674-AS1","X:46545438-46548841","lncRNA","+"
"ENSG00000196476",661.940618270952,-0.210906090500138,0.0977730182640952,0.0235086088085567,0.0657340286703484,"C20orf96","20:270863-290778","protein_coding","-"
"ENSG00000286614",137.819886294507,-0.608959648608057,0.461564092972252,0.0235078597782779,0.0657340286703484,"AL589182.3","14:19072333-19075341","transcribed_unprocessed_pseudogene","+"
"ENSG00000123395",2138.36340695502,-0.249852003546399,0.116746454743285,0.0235142430845808,0.0657412151915144,"ATG101","12:52069246-52077494","protein_coding","+"
"ENSG00000078900",22.4289914987716,0.636042054292426,0.527520460062414,0.0235238738432807,0.0657595717664609,"TP73","1:3652516-3736201","protein_coding","+"
"ENSG00000084636",261.80318520071,0.36168622788141,0.184015105951651,0.0235314863850656,0.065772282489784,"COL16A1","1:31652263-31704319","protein_coding","-"
"ENSG00000117533",377.088082539806,-0.381440363537387,0.196205837505044,0.0235927337178008,0.0659213837013488,"VAMP4","1:171700160-171742074","protein_coding","-"
"ENSG00000141384",354.112057204095,-0.363863964005687,0.185742806971377,0.0235940482611353,0.0659213837013488,"TAF4B","18:26225936-26391685","protein_coding","+"
"ENSG00000276272",14.1060963651822,-0.679953874977212,0.5823019915589,0.0235931773057021,0.0659213837013488,"AC024884.2","12:56411944-56413190","lncRNA","-"
"ENSG00000173145",2018.88745516902,-0.123982961543021,0.0551831384190998,0.0236217717476148,0.0659902490683691,"NOC3L","10:94333226-94362959","protein_coding","-"
"ENSG00000166471",3808.6737362318,0.185152645654433,0.084970081636774,0.0236380872080219,0.0660186359083715,"TMEM41B","11:9280654-9314636","protein_coding","-"
"ENSG00000275223",33.5816903965482,0.535905621852597,0.329499277502218,0.0236373241170195,0.0660186359083715,"AL121906.2","20:33655701-33656423","lncRNA","-"
"ENSG00000159461",5155.13708398735,0.177137167084542,0.0810988015386862,0.0236532072008502,0.0660487183337578,"AMFR","16:56361452-56425545","protein_coding","-"
"ENSG00000272419",8.2195447313321,0.373115694182832,0.638348661718842,0.0236550152261289,0.0660487183337578,"LINC01145","1:145164099-145216058","transcribed_unprocessed_pseudogene","-"
"ENSG00000230176",28.9142692053129,0.557770566180896,0.366710221704931,0.0236866270912506,0.0661283779105766,"LINC01433","20:4192932-4195953","lncRNA","+"
"ENSG00000130844",1949.08645568442,-0.164138751332317,0.0746236223327036,0.0237072899832004,0.0661774533684056,"ZNF331","19:53519527-53580269","protein_coding","+"
"ENSG00000147124",317.41223329267,-0.394409054939677,0.208461184236355,0.0237444215547388,0.0662552431339473,"ZNF41","X:47445879-47482946","protein_coding","-"
